,Unnamed: 0,código de videojuegos,genres,title,specs,price,release_year,sentiment_analysis
186,186,13540,action,tom clancys rainbow six® vegas,Single-player,9.99,2006,1
187,187,13560,action,tom clancys splinter cell®,Single-player,9.99,2003,2
188,188,13570,action,tom clancys splinter cell chaos theory®,Single-player,9.99,2005,1
189,189,13600,action,prince of persia®: the sands of time,Single-player,9.99,2003,2
190,190,15000,action,tom clancys rainbow six lockdown™,Single-player,9.99,2006,2
191,191,15100,action,assassins creed™: directors cut edition,Single-player,19.99,2008,2
192,192,15120,action,tom clancys rainbow six® vegas 2,Single-player,9.99,2008,0
193,193,15130,action,beyond good and evil™,Single-player,9.99,2003,2
194,194,15170,strategy,heroes of might &amp; magic v,Single-player,9.99,2006,2
195,195,15200,simulation,silent hunter®: wolves of the pacific,Single-player,9.99,2007,2
196,196,15300,action,tom clancys ghost recon®,Single-player,9.99,2001,2
197,197,15320,simulation,il-2 sturmovik: 1946,Single-player,9.99,2006,2
198,198,15390,action,brothers in arms: hells highway™,Single-player,9.99,2008,0
199,199,15520,action,aaaaaa!!! - a reckless disregard for gravity,Single-player,9.99,2009,2
200,200,15620,strategy,"warhammer 40,000: dawn of war ii",Single-player,19.99,2009,0
201,201,15700,adventure,oddworld: abes oddysee®,Single-player,2.99,1997,2
202,202,15710,adventure,oddworld: abes exoddus®,Single-player,2.99,1998,2
203,203,15750,action,oddworld: strangers wrath hd,Single-player,9.99,2010,2
204,204,16450,action,f.e.a.r. 2: project origin,Single-player,14.99,2009,0
205,205,16600,indie,trials 2: second edition,Single-player,9.99,2008,2
206,206,16710,action,insecticide part 1,Single-player,1.99,2008,1
207,207,16720,action,velvet assassin,Single-player,4.99,2009,1
208,208,16810,strategy,sid meiers civilization iv: colonization,Single-player,19.99,2008,0
209,209,17080,action,tribes: ascend,Multi-player,0.0,2012,2
210,210,17100,strategy,children of the nile: enhanced edition,Single-player,7.99,2008,2
211,211,17300,action,crysis,Single-player,19.99,2007,2
212,212,17330,action,crysis warhead®,Single-player,19.99,2008,1
213,213,17390,simulation,spore™,Single-player,19.99,2008,2
214,214,17410,action,mirrors edge™,Single-player,19.99,2009,2
215,215,17430,action,need for speed undercover,Single-player,9.99,2008,2
216,216,17440,simulation,spore™ creepy &amp; cute parts pack,Single-player,19.99,2008,2
217,217,17450,rpg,dragon age: origins,Single-player,19.99,2009,2
218,218,17460,action,mass effect,Single-player,19.99,2008,2
219,219,17470,action,dead space,Single-player,19.99,2008,2
220,220,17480,strategy,command &amp; conquer: red alert 3,Single-player,19.99,2008,2
221,221,17570,action,"pirates,vikings,and knights ii",Multi-player,0.0,2010,2
222,222,17580,action,dystopia,Multi-player,0.0,2005,2
223,223,17710,action,nuclear dawn,Multi-player,9.99,2011,2
224,224,18000,adventure,"precipice of darkness,episode one",Single-player,7.99,2008,2
225,225,18020,adventure,"precipice of darkness,episode two",Single-player,7.99,2008,2
226,226,18040,action,deathspank,Single-player,14.99,2010,0
227,227,18120,action,unstoppable gorg,Single-player,9.99,2012,2
228,228,18500,indie,defense grid: the awakening,Single-player,9.99,2008,2
229,229,18700,action,and yet it moves,Single-player,9.99,2009,0
230,230,18820,action,zero gear,Single-player,4.99,2010,1
231,231,19000,adventure,silent hill homecoming,Single-player,39.99,2008,1
232,232,19500,adventure,eternitys child,Single-player,4.99,2008,1
233,233,19830,action,tom clancys rainbow six® 3 gold,Single-player,9.99,2003,2
234,234,19900,action,far cry® 2: fortunes edition,Single-player,9.99,2008,2
235,235,20500,action,red faction guerrilla steam edition,Single-player,19.99,2009,2
236,236,20510,action,s.t.a.l.k.e.r.: clear sky,Single-player,9.99,2008,0
237,237,20530,action,red faction,Single-player,9.99,2001,2
238,238,20540,strategy,company of heroes: tales of valor,Single-player,19.99,2009,1
239,239,20570,strategy,"warhammer® 40,000: dawn of war® ii chaos rising",Single-player,19.99,2010,1
240,240,20900,action,the witcher: enhanced edition directors cut,Single-player,9.99,2008,0
241,241,20920,rpg,the witcher 2: assassins of kings enhanced edition,Single-player,19.99,2011,2
242,242,21000,action,lego batman,Single-player,19.99,2008,2
243,243,21090,action,f.e.a.r.,Single-player,54.99,2005,2
244,244,21100,action,f.e.a.r. 3,Single-player,19.99,2011,0
245,245,21660,action,street fighter® iv,Single-player,19.99,2009,2
246,246,21690,action,resident evil™ 5/ biohazard 5®,Single-player,19.99,2009,2
247,247,21780,racing,driver® parallel lines,Single-player,9.99,2007,2
248,248,22000,indie,world of goo,Single-player,9.99,2008,2
249,249,22100,indie,mount &amp; blade,Single-player,9.99,2008,2
250,250,22120,action,penumbra: black plague gold edition,Single-player,9.99,2009,2
251,251,22180,action,penumbra overture,Single-player,9.99,2007,2
252,252,22200,action,zeno clash,Single-player,9.99,2009,2
253,253,22230,action,rock of ages,Single-player,9.99,2011,0
254,254,22300,rpg,fallout 3,Single-player,9.99,2008,0
255,255,22320,rpg,the elder scrolls iii: morrowind® game of the year edition,Single-player,14.99,2002,2
256,256,22330,rpg,the elder scrolls iv: oblivion® game of the year edition,Single-player,14.99,2007,2
257,257,22350,action,brink,Single-player,0.0,2011,1
258,258,22370,rpg,fallout 3: game of the year edition,Single-player,19.99,2009,2
259,259,22380,action,fallout: new vegas,Single-player,9.99,2010,0
260,260,22450,action,hunted: the demon’s forge™,Partial Controller Support,4.99,2011,2
261,261,22600,strategy,worms reloaded,Single-player,19.99,2010,1
262,262,22650,action,alien breed 2: assault,Single-player,9.99,2010,0
263,263,23310,rpg,the last remnant™,Single-player,9.99,2009,2
264,264,23450,simulation,grand ages: rome,Multi-player,9.99,2009,1
265,265,23490,simulation,tropico 3,Single-player,9.99,2009,2
266,266,23530,action,earth defense force: insect armageddon,Single-player,9.99,2011,0
267,267,24010,simulation,train simulator,Single-player,24.99,2009,2
268,268,24240,action,payday™ the heist,Single-player,14.99,2011,1
269,269,24720,action,spore™ galactic adventures,Single-player,19.99,2009,2
270,270,24740,racing,burnout paradise: the ultimate box,Single-player,19.99,2009,2
271,271,24780,simulation,simcity™ 4 deluxe edition,Single-player,19.99,2003,2
272,272,24790,strategy,command &amp; conquer 3: tiberium wars,Single-player,14.99,2007,1
273,273,24800,strategy,command &amp; conquer: red alert 3 - uprising,Single-player,19.99,2009,1
274,274,24810,strategy,command &amp; conquer 3: kanes wrath,Single-player,19.99,2009,2
275,275,24840,action,medal of honor: airborne,Single-player,9.99,2007,2
276,276,24870,racing,need for speed: shift,Single-player,19.99,2009,2
277,277,24960,action,battlefield: bad company™ 2,Single-player,19.99,2010,2
278,278,24980,rpg,mass effect 2,Single-player,19.99,2010,2
279,279,25000,action,overgrowth,Single-player,29.99,2017,2
280,280,25010,action,lugaru hd,Single-player,9.99,2005,0
281,281,25500,indie,cricket revolution,Single-player,2.99,2009,2
282,282,25700,indie,madballs in babo:invasion,Single-player,4.99,2009,1
283,283,25800,strategy,europa universalis iii complete,Single-player,14.99,2007,2
284,284,25830,strategy,knights of honor,Single-player,9.99,2005,0
285,285,25890,strategy,hearts of iron iii,Single-player,9.99,2009,1
286,286,25900,rpg,kings bounty: the legend,Single-player,6.99,2008,2
287,287,25910,strategy,supreme ruler 2020 gold,Single-player,9.99,2008,2
288,288,25980,simulation,majesty 2,Single-player,9.99,2009,0
289,289,26500,indie,cogs,Single-player,9.99,2009,2
290,290,26800,casual,braid,Single-player,14.99,2009,0
291,291,26900,casual,crayon physics deluxe,Single-player,19.99,2009,2
292,292,27020,indie,the graveyard,Single-player,4.99,2008,1
293,293,27940,action,dead horde,Single-player,9.99,2011,0
294,294,28000,action,kane &amp; lynch 2: dog days,Single-player,9.99,2010,0
295,295,29180,indie,osmos,Single-player,9.99,2009,2
296,296,29800,action,caster,Single-player,1.99,2009,2
297,297,31280,casual,poker night at the inventory,Single-player,4.99,2010,2
298,298,31290,adventure,back to the future: the game,Single-player,19.99,2010,1
299,299,31860,adventure,nancy drew®: legend of the crystal skull,Single-player,6.99,2007,1
300,300,31930,adventure,nancy drew®: the white wolf of icicle creek,Single-player,6.99,2007,2
301,301,32200,action,metal drift,Single-player,9.99,2009,2
302,302,32330,action,lego® indiana jones™: the original adventures,Single-player,19.99,2008,2
303,303,32340,adventure,loom™,Single-player,5.99,1990,2
304,304,32350,action,star wars™ starfighter™,Single-player,5.99,2002,2
305,305,32370,adventure,star wars™ - knights of the old republic™,Single-player,9.99,2003,2
306,306,32380,action,star wars™ jedi knight: dark forces ii,Single-player,5.99,1997,2
307,307,32390,action,star wars™ jedi knight - mysteries of the sith™,Single-player,2.99,1998,1
308,308,32400,action,star wars™ - dark forces,Single-player,5.99,1995,2
309,309,32420,action,star wars™: the clone wars - republic heroes™,Single-player,19.99,2009,0
310,310,32430,action,star wars™ - the force unleashed™ ultimate sith edition,Single-player,19.99,2009,2
311,311,32440,adventure,lego® star wars™ - the complete saga,Single-player,19.99,2009,2
312,312,32470,strategy,star wars™ empire at war - gold pack,Single-player,19.99,2006,0
313,313,32500,action,star wars™: the force unleashed™ ii,Single-player,19.99,2010,0
314,314,32630,action,delta force 2,Single-player,4.99,1999,1
315,315,32770,action,joint operations: combined arms gold,Single-player,19.99,2009,2
316,316,32800,action,lord of the rings: war in the north,Single-player,19.99,2011,0
317,317,33130,action,zombie shooter,Single-player,4.99,2007,2
318,318,33210,simulation,dawn of discovery™,Single-player,9.99,2009,2
319,319,33230,action,assassins creed 2 deluxe edition,Single-player,19.99,2010,2
320,320,33460,adventure,from dust,Single-player,14.99,2011,2
321,321,33520,simulation,tropico reloaded,Single-player,6.99,2009,0
322,322,33670,strategy,disciples iii - renaissance steam special edition,Single-player,14.99,2010,2
323,323,33680,indie,eversion,Single-player,4.99,2010,2
324,324,33900,action,arma 2,Single-player,12.99,2009,2
325,325,33930,action,arma 2: operation arrowhead,Single-player,19.99,2010,2
326,326,33950,casual,fish fillets 2,Single-player,4.99,2007,0
327,327,33980,action,pound of ground,Single-player,9.99,2010,1
328,328,34010,action,alpha protocol™,Single-player,14.99,2010,2
329,329,34030,strategy,napoleon: total war™,Single-player,19.99,2010,2
330,330,34830,action,sniper: ghost warrior,Single-player,7.99,2010,0
331,331,34870,action,sniper: ghost warrior 2,Single-player,9.99,2013,2
332,332,34900,indie,bad rats: the rats revenge,Single-player,0.99,2009,2
333,333,35140,action,batman: arkham asylum game of the year edition,Single-player,19.99,2010,2
334,334,35420,action,defence alliance 2,Single-player,0.0,2009,2
335,335,35450,action,red orchestra 2: heroes of stalingrad with rising storm,Multi-player,19.99,2011,2
336,336,35460,action,the ball,Single-player,9.99,2010,0
337,337,35480,strategy,dwarfs!?,Single-player,9.99,2011,2
338,338,35700,action,trine enchanted edition,Single-player,14.99,2009,2
339,339,35720,action,trine 2: complete story,Single-player,19.99,2013,2
340,340,36000,action,foreign legion: buckets of blood,Single-player,4.99,2009,2
341,341,37400,adventure,"time gentlemen,please! and ben there,dan that! special edition  double pack",Single-player,4.99,2009,1
342,342,37600,adventure,windosill,Single-player,2.99,2009,2
343,343,38210,casual,roogoo,Single-player,1.99,2009,0
344,344,38400,rpg,fallout: a post nuclear role playing game,Single-player,9.99,1997,0
345,345,38410,rpg,fallout 2: a post nuclear role playing game,Single-player,9.99,1998,1
346,346,38420,strategy,fallout tactics: brotherhood of steel,Single-player,9.99,2001,2
347,347,38460,action,mdk 2,Single-player,9.99,2000,2
348,348,38600,casual,faerie solitaire,Single-player,9.99,2010,1
349,349,38700,casual,toki tori,Single-player,4.99,2010,2
350,350,38720,casual,rush,Single-player,4.99,2010,2
351,351,38740,action,edge,Single-player,6.99,2011,0
352,352,39120,free to play,rift,Multi-player,0.0,2013,2
353,353,39140,rpg,final fantasy vii,Single-player,11.99,2013,2
354,354,39150,rpg,final fantasy viii,Single-player,11.99,2013,2
355,355,39160,action,dungeon siege iii,Single-player,14.99,2011,2
356,356,39190,rpg,dungeon siege,Single-player,6.99,2002,2
357,357,39200,rpg,dungeon siege ii,Single-player,6.99,2005,2
358,358,39210,massively multiplayer,final fantasy xiv online,Single-player,19.99,2014,2
359,359,39670,action,chaser,Single-player,4.99,2003,2
360,360,39680,simulation,the guild ii renaissance,Single-player,9.99,2010,0
361,361,39690,rpg,arcania,Single-player,19.99,2010,1
362,362,39800,action,nation red,Single-player,1.99,2010,2
363,363,40100,strategy,supreme commander 2,Single-player,12.99,2010,0
364,364,40330,adventure,secret files: tunguska,Single-player,9.99,2009,1
365,365,40380,racing,naild,Single-player,4.99,2010,1
366,366,40390,rpg,risen 2: dark waters,Single-player,9.99,2012,2
367,367,40400,indie,ai war: fleet command,Single-player,9.99,2009,2
368,368,40700,adventure,machinarium,Single-player,9.99,2009,2
369,369,40800,indie,super meat boy,Single-player,14.99,2010,2
370,370,40930,adventure,the misadventures of p.b. winterbottom,Single-player,4.99,2010,2
371,371,40950,simulation,stronghold hd,Single-player,5.99,2001,2
372,372,40970,simulation,stronghold crusader hd,Single-player,9.99,2002,2
373,373,41000,action,serious sam hd: the first encounter,Single-player,14.99,2009,0
374,374,41050,action,serious sam classic: the first encounter,Single-player,9.99,2001,2
375,375,41060,action,serious sam classic: the second encounter,Single-player,9.99,2002,1
376,376,41100,action,hammerfight,Single-player,4.99,2009,2
377,377,41300,action,altitude,Single-player,0.0,2009,2
378,378,41500,rpg,torchlight,Single-player,14.99,2009,1
379,379,41600,action,earthworm jim 3d,Single-player,19.99,1999,1
380,380,41700,action,s.t.a.l.k.e.r.: call of pripyat,Single-player,19.99,2010,2
381,381,41740,action,cargo! the quest for gravity,Single-player,9.99,2011,2
382,382,41800,indie,gratuitous space battles,Single-player,14.99,2009,2
383,383,42120,action,lead and gold: gangs of the wild west,Multi-player,9.99,2010,0
384,384,42170,action,krater,Single-player,14.99,2012,1
385,385,42700,action,call of duty®: black ops,Single-player,39.99,2010,2
386,386,42890,strategy,sword of the stars: complete collection,Single-player,9.99,2008,2
387,387,42910,action,magicka,Single-player,9.99,2011,1
388,388,42920,strategy,the kings crusade,Single-player,9.99,2010,0
389,389,42960,strategy,victoria ii,Single-player,19.99,2010,0
390,390,42990,strategy,sword of the stars ii: enhanced edition,Multi-player,19.99,2012,2
391,391,43000,action,front mission evolved,Single-player,9.99,2010,2
392,392,43500,simulation,m.u.d. tv,Single-player,9.99,2010,0
393,393,44200,indie,galcon fusion,Single-player,9.99,2010,0
394,394,44350,racing,grid 2,Single-player,29.99,2013,2
395,395,45000,indie,sol survivor,Single-player,9.99,2010,1
396,396,45100,casual,secret of the magic crystals,Single-player,4.99,2010,2
397,397,45300,simulation,wings of prey,Single-player,9.99,2009,2
398,398,45400,indie,fortix,Single-player,0.99,2010,2
399,399,45700,action,devil may cry 4,Single-player,19.99,2008,0
400,400,45710,action,dark void™,Single-player,9.99,2010,0
401,401,45730,action,dark void™ zero,Single-player,4.99,2010,2
402,402,45740,action,dead rising® 2,Single-player,19.99,2010,2
403,403,45760,action,ultra street fighter® iv,Single-player,29.99,2014,2
404,404,45770,action,dead rising 2: off the record,Single-player,19.99,2011,0
405,405,46280,rpg,star wolves 2,Single-player,3.99,2010,2
406,406,46350,strategy,real warfare 1242,Single-player,3.99,2010,2
407,407,46440,strategy,future wars,Single-player,4.99,2010,1
408,408,46540,action,trapped dead,Single-player,4.99,2011,0
409,409,46770,indie,making history ii: the war of the world,Single-player,14.99,2010,2
410,410,47400,simulation,stronghold 3 gold,Single-player,29.99,2012,0
411,411,47410,free to play,stronghold kingdoms,Multi-player,0.0,2012,2
412,412,47700,strategy,command &amp; conquer 4: tiberian twilight,Single-player,19.99,2010,2
413,413,47780,action,dead space™ 2,Single-player,19.99,2011,2
